UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women,group_id
uuid_00367,103,0,97,0,92,0,0,148,2,0,0,0,0,106,3
uuid_00368,0,150,0,0,0,5,2,0,0,1,0,9,0,0,1
uuid_00369,801,0,0,0,0,0,0,2,0,0,0,235,0,0,10
uuid_00370,0,767,0,10,0,0,0,1,0,0,0,0,0,0,1
uuid_00371,0,288,18,2,0,0,0,3,126,0,4,1,0,2,1
uuid_00372,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,9
uuid_00373,4,0,2418,0,1,0,5,11,0,0,0,0,0,15,4
uuid_00374,0,0,216,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00375,0,3,0,608,0,0,0,1,0,0,0,6,0,3,0
uuid_00376,0,7,0,0,0,0,1,0,0,0,0,6,6,0,3
uuid_00377,0,0,0,0,0,3,0,0,0,0,0,692,0,0,2
uuid_00378,0,11,0,1,0,1,0,134,2,0,0,0,0,0,9
uuid_00379,0,15,0,1,0,0,4,3,0,0,0,309,2,0,2
uuid_00380,0,72,1,2,0,2,1,3,0,0,0,1057,10,0,2
uuid_00381,0,12,548,0,0,122,0,93,0,0,0,0,0,0,4
uuid_00382,0,0,4383,0,0,0,0,2,0,0,0,1,0,0,4
uuid_00383,0,100,0,1,0,0,34,0,20,0,113,0,184,17,3
uuid_00384,71,102,0,0,0,0,0,1,0,0,1,376,0,0,2
uuid_00385,95,2,110,0,79,0,0,259,0,0,0,0,2,104,9
uuid_00386,0,0,164,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00387,0,21,1529,0,0,0,1,0,0,0,0,0,0,0,4
uuid_00388,0,2,0,110,0,0,0,0,0,0,0,0,0,0,0
uuid_00389,1,1,2,0,0,0,0,168,0,0,0,55,0,1,9
uuid_00390,0,0,0,0,0,4,0,0,0,0,0,2576,0,0,2
uuid_00391,9,10,1,11,0,1,0,43,0,64,61,15,9,0,3
uuid_00392,0,0,663,0,0,0,0,60,0,67,0,0,0,1,4
uuid_00393,0,0,1,0,0,0,1,0,0,0,0,804,0,0,2
uuid_00394,0,1,228,0,4,12,522,1,0,0,0,0,1,0,5
uuid_00395,0,0,398,0,0,0,0,7,0,0,0,0,0,0,4
uuid_00396,0,0,0,1,0,0,16,1,0,0,0,2,0,0,5
uuid_00397,0,5,0,85,0,218,0,0,0,0,0,18,0,3,7
uuid_00398,0,29,11,8,0,0,46,23,2,21,415,96,1,6,6
uuid_00399,0,14,825,0,0,0,0,0,0,12,0,0,0,0,4
uuid_00400,1,0,0,0,0,0,0,0,0,0,0,1249,0,0,2
uuid_00401,0,1,0,0,0,0,304,0,0,0,0,11,0,1,5
uuid_00402,0,0,1,0,0,0,0,0,0,0,0,2456,0,0,2
uuid_00403,0,0,652,0,1,376,0,8,0,0,0,0,1,0,4
uuid_00404,0,15,0,0,0,0,24,111,0,0,0,52,0,0,9
uuid_00405,152,3,851,0,0,0,0,217,7,2,22,0,2,92,4
uuid_00406,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0
uuid_00407,10,0,0,0,1,0,0,23,0,35,0,1619,0,0,2
uuid_00408,0,4,0,0,0,0,0,258,0,0,0,4,55,7,9
uuid_00409,0,87,243,0,0,0,0,239,0,0,0,0,0,0,9
uuid_00410,0,0,556,0,0,0,0,4,0,1667,0,0,0,0,3
uuid_00411,17,0,442,0,20,0,0,69,27,0,0,0,27,31,4
uuid_00412,0,7,7,5,0,121,2,8,0,0,0,0,0,0,7
uuid_00413,0,40,0,254,0,0,0,0,0,0,0,0,0,0,0
uuid_00414,0,184,12,0,0,0,0,60,2,373,0,0,5,0,3
uuid_00415,0,0,6233,0,2,0,5,5,1,0,0,0,1,0,4
uuid_00416,0,0,914,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00417,0,36,0,3,0,111,0,8,0,0,6,1,3,0,7
uuid_00418,1,502,5,0,0,0,1,16,0,0,3,0,0,1,1
uuid_00419,0,0,0,0,0,0,0,738,0,0,0,0,0,0,9
uuid_00420,0,189,40,0,0,0,97,3692,0,0,0,0,0,0,9
uuid_00421,0,1,0,0,0,1,0,1,2,0,0,1311,2,0,2
uuid_00422,0,65,0,0,0,0,0,4,0,0,750,4,0,0,6
uuid_00423,0,0,2539,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00424,0,5,316,0,25,0,0,0,0,0,0,0,0,0,4
uuid_00425,0,4,0,0,4,1,191,0,0,0,43,1,0,18,5
uuid_00426,0,0,0,0,0,0,9,0,0,0,0,434,0,0,2
uuid_00427,61,0,0,0,0,1,1314,6,0,0,14,1,7,0,5
uuid_00428,0,92,1,4,0,3,1,454,4,0,1,1,0,0,9
uuid_00429,0,8,319,0,0,0,1,3,0,0,43,0,2,0,4
uuid_00430,0,571,0,0,0,1,0,0,0,0,1,0,7,0,1
uuid_00431,19,0,1,0,0,0,0,0,0,0,0,599,0,0,2
uuid_00432,0,27,4,0,1,0,20,25,0,0,0,103,1,79,3
uuid_00433,1,92,3,0,0,7,24,314,70,0,0,6,1,39,9
uuid_00434,18,100,4,0,2,1,3,28,5,0,30,18,0,3,3
uuid_00435,0,73,0,2,0,26,0,1,4,66,0,269,6,0,2
uuid_00436,0,72,1,0,0,0,0,4,0,0,0,722,0,0,2
uuid_00437,0,18,0,227,0,1,0,7,0,0,0,1,0,2,0
uuid_00438,22,67,148,0,27,0,0,200,20,0,0,2,19,24,3
uuid_00439,0,10,2227,0,0,2,1,10,0,0,0,0,0,0,4
uuid_00440,0,120,0,6,0,0,0,0,0,0,621,0,0,29,6
uuid_00441,0,88,1,0,0,260,1,32,0,0,0,10,0,2,7
uuid_00442,59,178,1,0,0,0,2,26,18,0,3,27,0,3,1
uuid_00443,0,0,0,0,0,3660,0,0,2,0,0,0,0,1,7
uuid_00444,0,5,517,0,0,0,1,24,0,0,0,0,0,0,4
uuid_00445,0,0,1078,0,0,0,0,1,0,0,0,0,0,0,4
uuid_00446,0,6,0,0,0,0,6,8,0,0,183,0,0,1,6
uuid_00447,1,285,3,0,0,0,3,3,30,1,0,6,0,0,1
uuid_00448,0,4249,61,0,0,1,0,1,46,9,0,0,7,0,1
uuid_00449,0,8,0,2,1,0,4,0,0,0,0,138,0,0,2
uuid_00450,0,0,0,0,0,15,615,1,0,0,0,0,0,47,5
uuid_00451,0,2,0,516,0,1,0,8,0,0,0,0,0,5,0
uuid_00452,0,32,0,0,0,0,26,9,163,0,0,0,0,0,8
uuid_00453,2,68,0,38,0,28,665,4,3,0,19,61,0,19,5
uuid_00454,0,0,0,443,0,28,2,2,0,0,1,1,0,0,0
uuid_00455,0,3006,3,0,0,20,4,1,5,0,0,2,0,1,1
uuid_00456,57,0,0,0,0,0,0,0,0,0,0,993,0,0,2
uuid_00457,0,72,0,440,0,1,3,1,2,2,0,1,0,11,0
uuid_00458,1,0,0,0,0,0,0,1,0,0,0,1421,2,0,2
uuid_00459,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0
uuid_00460,26,0,0,152,0,19,0,0,0,0,19,164,0,1,3
uuid_00461,1,55,1,424,0,0,70,7,0,0,116,0,9,1,0
uuid_00462,1,5,0,0,0,1,1156,5,0,0,0,0,0,0,5
uuid_00463,0,0,0,0,0,0,0,0,0,0,0,1305,0,0,2
uuid_00464,0,5,737,7,2,0,3,34,0,0,13,2,50,0,4
uuid_00465,0,1,1,127,0,0,0,0,0,0,0,0,0,0,0
uuid_00466,0,0,813,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00467,0,0,448,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00468,0,0,620,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00469,0,44,0,0,0,0,73,110,0,0,0,0,0,0,9
uuid_00470,105,0,1,0,0,0,0,3,0,3,63,402,0,3,2
uuid_00471,0,0,996,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00472,0,29,5269,0,0,0,13,4,0,2,59,1,1,2,4
uuid_00473,4,5,0,2,0,3,520,28,9,1,0,3,0,15,5
uuid_00474,0,11,23,10,0,0,1442,0,0,2,54,790,0,1,5
uuid_00475,1,0,9,0,2,0,3,244,0,1,0,14,0,6,9
uuid_00476,0,0,21928,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00477,0,2,0,232,0,0,4,2,4,0,2,0,0,0,0
uuid_00478,12,0,19,0,6,55,32,96,3,6,25,13,17,12,3
uuid_00479,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00480,0,0,0,269,0,0,0,2,0,0,72,3,0,0,0
uuid_00481,0,1,36,0,1,1,0,104,0,14,0,361,8,0,2
uuid_00482,0,133,0,10,2,26,25,1,3,0,0,29,1,2,1
uuid_00483,0,0,0,0,0,0,0,0,0,0,0,875,0,0,2
uuid_00484,0,0,542,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00485,0,30,1,0,0,1,101,48,0,21,0,0,89,0,3
uuid_00486,56,3,236,0,0,4,6,13,0,27,0,67,0,19,4
uuid_00487,0,27,0,951,0,0,1,0,2,0,0,0,0,0,0
uuid_00488,0,0,411,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00489,0,1,0,0,0,0,2,242,0,0,0,31,0,0,9
uuid_00490,0,11,0,81,0,0,0,0,0,0,0,163,0,1,2
uuid_00491,1,7,2,0,3,0,0,44,0,0,0,266,3,2,2
uuid_00492,0,0,113,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00493,0,1,27,0,0,0,0,1,0,0,0,385,1,1,2
uuid_00494,32,0,187,0,51,0,0,96,44,2,2,3,41,50,3
uuid_00495,0,179,0,0,0,0,1,1,0,0,0,3,0,13,1
uuid_00496,0,0,0,0,1,0,6,39,2,1,0,0,0,226,3
uuid_00497,0,0,2617,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00498,0,0,10,0,0,0,0,0,0,0,0,329,1,0,2
uuid_00499,0,0,2410,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00500,0,24,1,0,0,0,8,3,5,399,0,0,67,1,3
uuid_00501,0,87,0,243,0,19,0,1,0,0,55,62,0,3,0
uuid_00502,0,0,2326,0,0,0,0,70,0,0,0,0,0,0,4
uuid_00503,0,0,0,0,0,0,4,1,0,0,0,1,1,0,5
uuid_00504,0,340,4,0,0,3,29,179,2,1,0,0,2,2,1
uuid_00505,1,223,5,8,1,13,18,15,0,1,0,0,5,11,1
uuid_00506,0,12,0,402,0,4,0,1,0,0,0,7,0,0,0
uuid_00507,0,22,1,35,0,0,0,2,0,0,179,0,2,1,6
uuid_00508,0,179,0,45,0,0,33,0,0,0,15,847,0,0,2
uuid_00509,4,53,4,13,0,0,135,4,0,3,0,14,50,10,3
uuid_00510,0,35,1,728,1,0,0,0,0,0,0,12,0,0,0
uuid_00511,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0
uuid_00512,0,46,0,58,0,205,0,3,0,0,0,2,0,0,7
uuid_00513,0,0,0,463,0,4,24,0,0,0,0,0,117,0,0
uuid_00514,0,1,0,240,0,0,0,1,0,0,0,0,0,0,0
uuid_00515,0,728,0,0,0,1,1,0,0,0,0,0,1,0,1
uuid_00516,2,56,5,0,0,1,94,12,6,1,3,368,3,5,2
uuid_00517,0,1,7432,0,0,0,6,0,0,1,290,0,0,0,4
uuid_00518,0,2,0,568,0,21,0,0,0,0,140,0,0,0,0
uuid_00519,0,36,0,3,0,150,0,25,0,1,96,1,0,3,7
uuid_00520,4,6,0,283,0,0,0,1,0,0,19,174,0,0,0
uuid_00521,0,0,0,659,0,0,15,1,0,0,0,0,0,0,0
uuid_00522,0,1,0,0,0,0,14,0,0,0,0,0,0,0,5
uuid_00523,0,25,0,3,0,0,0,7,0,0,0,17,0,0,3
uuid_00524,0,3,0,18,0,237,2,5,0,0,4,202,2,1,7
uuid_00525,9,38,34,0,13,0,20,114,11,2,0,4,4,44,3
uuid_00526,0,173,1,0,0,0,0,6,0,0,0,1,0,0,1
uuid_00527,52,49,5,0,0,3,1014,14,0,0,0,155,0,0,5
uuid_00528,0,1046,0,1,0,0,0,0,0,0,0,0,2,0,1
uuid_00529,0,3,4,0,0,1,40,16,0,0,17,831,0,9,2
uuid_00530,0,2,185,0,0,0,153,3,0,0,80,0,57,5,3
uuid_00531,0,1,0,2,0,9,1,2,0,0,0,149,33,0,2
uuid_00532,0,2,0,0,0,0,0,1,0,0,0,91,0,0,2
uuid_00533,0,0,0,0,0,0,2,1814,0,0,0,0,0,0,9
uuid_00534,20,3,0,0,0,2,947,1,0,0,155,0,8,5,5
uuid_00535,0,94,0,525,0,0,0,0,0,0,4,0,0,0,0
uuid_00536,3,18,1,308,0,0,178,4,0,0,0,15,0,0,0
uuid_00537,0,420,0,370,0,35,0,6,0,0,0,1,0,1,1
uuid_00538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
uuid_00539,0,1249,0,0,0,0,0,1,0,0,0,0,1,0,1
uuid_00540,1,160,768,0,3,0,123,32,0,1,0,1,51,0,4
uuid_00541,0,0,0,0,0,4,0,1,0,0,0,60,0,0,2
uuid_00542,0,0,0,424,0,0,0,0,0,0,2,0,0,0,0
uuid_00543,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00544,0,33,4,0,0,16,89,38,16,1,169,1,15,7,6
uuid_00545,0,0,365,0,0,0,8,1,0,0,0,0,0,0,4
uuid_00546,0,656,4,88,0,0,0,0,0,0,2,0,12,11,1
uuid_00547,0,82,0,0,0,0,3,0,0,0,239,404,0,0,2
uuid_00548,0,16,723,0,0,1,0,1,0,0,0,0,0,0,4
uuid_00549,0,0,86,0,0,0,0,10,0,0,0,1,11,0,4
uuid_00550,0,0,236,0,0,0,87,8,0,1,2,4,5,5,4
uuid_00551,47,0,0,0,0,0,0,2,0,0,0,978,0,0,2
uuid_00552,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,2
uuid_00553,6,34,1,0,5,0,0,11,0,0,0,0,4,4,1
uuid_00554,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
uuid_00555,0,0,2055,0,0,0,0,3,0,0,0,0,0,0,4
uuid_00556,0,29,0,0,0,0,53,0,0,0,0,0,0,0,5
uuid_00557,0,0,799,0,0,0,0,26,0,0,0,0,0,0,4
uuid_00558,0,0,809,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00559,1,280,12,0,5,2,0,7,2,0,0,0,5,4,1
uuid_00560,0,0,833,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00561,0,0,56,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00562,0,553,59,0,0,0,0,2,0,0,0,0,0,0,1
uuid_00563,3,139,6,0,0,0,0,6,0,0,1,5,0,2,1
uuid_00564,0,15,0,126,0,0,1,1,0,0,6,0,0,0,0
uuid_00565,0,185,12,0,0,1,0,1,0,2,5,216,1,0,3
uuid_00566,0,2,1425,0,0,0,0,2,0,0,0,0,23,0,4
uuid_00567,0,3,718,0,0,0,0,0,0,0,0,0,29,0,4
uuid_00568,0,0,744,0,0,0,0,0,0,0,0,0,0,67,4
uuid_00569,0,1,0,0,0,0,127,19,0,0,0,0,0,0,5
uuid_00570,0,1,3,0,0,0,0,3,0,0,0,0,0,1,3
uuid_00571,0,226,55,9,0,15,0,1,0,0,1,0,113,31,3
uuid_00572,0,2,2,0,0,0,19,250,0,1,0,381,0,0,2
uuid_00573,1,3,0,0,0,14,1,78,0,3,0,4868,0,0,2
uuid_00574,0,0,0,0,0,0,0,0,0,0,0,906,0,0,2
uuid_00575,0,0,438,0,0,0,0,1,0,0,0,0,0,0,4
uuid_00576,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0
uuid_00577,0,0,1,557,0,0,4,0,0,0,0,0,0,0,0
uuid_00578,0,0,232,0,3,56,49,30,2,2,0,0,12,4,4
uuid_00579,0,233,0,0,0,0,31,8,0,0,0,0,46,0,1
uuid_00580,8,18,29,3,0,10,0,21,3,2,7,621,9,2,2
uuid_00581,8,0,2,0,0,0,0,2,0,0,0,1975,0,0,2
uuid_00582,0,8,17,1,0,0,6,7,0,9,0,2,0,0,3
uuid_00583,1,4,4,0,3,0,6,283,3,0,0,4,1,0,9
uuid_00584,6,2,0,0,0,0,1513,4,0,0,0,0,0,0,5
uuid_00585,1,23,0,0,0,1,570,2,0,0,0,5,6,0,5
uuid_00586,71,23,0,0,0,0,2,1,0,0,0,0,0,94,3
uuid_00587,0,0,0,0,0,0,250,0,0,0,0,0,0,0,5
uuid_00588,0,1,12,0,0,0,1,5,0,2,0,1114,0,4,2
uuid_00589,115,5,35,0,0,0,1,11,2,0,0,281,0,2,2
uuid_00590,8,261,8,0,0,66,0,5,0,111,0,0,0,47,1
uuid_00591,173,0,0,0,0,0,0,0,0,1,0,968,0,5,2
uuid_00592,0,57,0,0,0,1,0,2,349,0,0,0,1,0,8
uuid_00593,0,6,2,0,0,3,6,2,0,0,0,8,11,1,3
uuid_00594,0,6,156,0,0,0,0,0,2,0,0,1023,0,2,2
uuid_00595,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0
uuid_00596,0,4,0,0,1,0,12,0,2,0,0,607,0,0,2
uuid_00597,0,4,0,622,0,0,0,2,0,0,0,10,0,0,0
uuid_00598,0,0,0,0,0,0,0,0,0,0,0,569,11,0,2
uuid_00599,0,0,0,0,0,0,314,0,10,0,0,0,0,1,5
uuid_00600,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00601,0,0,0,0,0,0,275,0,0,0,0,0,0,0,5
uuid_00602,55,59,39,0,0,0,890,28,0,10,24,18,14,3,5
uuid_00603,0,34,0,0,0,0,1,324,0,0,69,0,0,0,9
uuid_00604,123,7,3,0,0,6,2,58,2,1,98,0,1,2,10
uuid_00605,0,748,0,0,0,0,0,5,0,0,0,0,0,0,1
uuid_00606,0,34,1,436,0,17,4,3,3,0,0,1,0,1,0
uuid_00607,9,72,5,0,6,1,12,92,11,0,0,0,11,7,3
uuid_00608,0,53,222,75,0,0,25,19,14,327,57,17,1,7,3
uuid_00609,1,12,7,6,3,18,16,105,1,0,8,73,20,11,3
uuid_00610,0,35,12,0,0,0,1,90,0,0,51,24,0,1,9
uuid_00611,125,34,0,1,0,138,9,0,0,0,0,21,4,0,7
uuid_00612,0,0,4,503,0,2,34,5,2,0,21,0,0,0,0
uuid_00613,0,0,0,31,0,0,1,0,0,0,0,24,0,0,0
uuid_00614,2,53,0,0,0,18,1,2,2,0,0,366,0,0,2
uuid_00615,1,56,0,4,0,202,13,80,7,0,0,16,4,4,7
uuid_00616,0,10,0,1,1,70,0,0,4,0,96,364,24,0,2
uuid_00617,1,6,4,0,0,0,115,4,0,0,0,592,5,1,2
uuid_00618,0,0,0,0,0,0,0,907,0,0,0,0,0,0,9
uuid_00619,10,2,52,0,0,25,8,91,0,7,0,444,3,19,2
uuid_00620,0,5,0,0,0,85,0,0,0,0,0,0,0,0,7
uuid_00621,0,0,0,6,0,0,0,0,0,0,2,858,0,0,2
uuid_00622,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0
uuid_00623,0,0,1277,0,0,0,0,18,1,0,0,0,0,2,4
uuid_00624,0,377,0,0,0,0,2,0,0,0,0,8,2,0,1
uuid_00625,5,0,748,2,17,0,0,9,4,108,0,0,8,6,4
uuid_00626,0,274,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00627,0,1,492,0,0,13,229,0,0,0,0,57,0,0,4
uuid_00628,2,69,8,0,0,1,21,22,0,30,78,19,0,8,3
uuid_00629,0,0,2456,0,0,0,0,0,0,0,0,6,0,0,4
uuid_00630,0,307,0,0,1,0,4,161,0,17,38,68,34,1,3
uuid_00631,0,0,0,0,395,0,0,180,246,0,0,0,118,0,3
uuid_00632,96,49,5,0,0,2,0,32,0,3,5,59,3,4,3
uuid_00633,0,2,306,0,0,0,27,0,1,0,0,1,16,0,4
uuid_00634,0,2,0,0,0,0,14,68,0,0,0,594,0,0,2
uuid_00635,0,0,3139,0,0,0,0,0,0,0,0,0,8,0,4
uuid_00636,0,138,0,1,0,1,27,1,0,0,2,49,155,25,3
uuid_00637,0,0,0,0,0,0,0,0,0,0,0,1877,0,0,2
uuid_00638,0,38,1,442,0,0,0,0,0,0,0,1,0,0,0
uuid_00639,9,54,48,0,24,0,211,336,21,1,205,1,11,17,3
uuid_00640,0,0,0,0,0,149,0,0,0,0,0,2,0,0,7
uuid_00641,0,37,0,8,0,0,6,0,6,0,274,0,0,0,6
uuid_00642,0,1,1137,0,0,0,0,73,0,0,0,0,19,0,4
uuid_00643,0,356,1,0,2,308,6,2,0,0,0,2,1,0,1
uuid_00644,0,0,0,0,0,240,1,2,0,0,0,0,0,0,7
uuid_00645,0,2,5125,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00646,0,19,0,0,1,0,0,1,0,0,296,0,0,0,6
uuid_00647,0,4,0,0,0,0,4561,0,0,0,13,65,0,55,5
uuid_00648,0,10,139,0,0,0,26,14,0,0,0,0,416,0,3
uuid_00649,0,0,56,0,0,0,0,0,0,0,0,1,0,0,4
uuid_00650,13,26,22,0,19,0,3,280,13,2,0,7,24,19,9
uuid_00651,0,2,366,0,0,0,0,0,0,291,0,0,37,0,4
uuid_00652,0,20,0,0,0,0,345,10,4,0,0,0,0,0,5
uuid_00653,13,1,71,0,36,0,0,154,15,0,0,347,18,21,2
uuid_00654,197,0,1,0,0,0,0,0,0,0,103,13,0,0,10
uuid_00655,2,0,1,0,2,0,0,2,13,0,0,235,0,11,2
uuid_00656,0,0,0,0,0,0,0,0,0,0,0,149,0,0,2
uuid_00657,0,3,112,381,0,0,11,0,0,0,0,1,0,0,0
uuid_00658,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0
uuid_00659,0,31,173,0,0,0,0,240,0,2,0,0,0,0,9
uuid_00660,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00661,0,0,0,0,0,0,0,2,0,0,0,105,0,0,2
uuid_00662,77,2,0,0,0,2,0,23,0,0,57,153,0,0,2
uuid_00663,0,58,1,1,0,120,193,3,4,0,2,10,25,9,3
uuid_00664,0,1,136,2,0,0,0,12,0,0,6,29,0,0,4
uuid_00665,0,4,2,11,0,175,0,3,0,11,40,1,0,1,7
uuid_00666,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00667,0,0,0,0,0,0,3,4625,0,0,0,2,0,0,9
uuid_00668,0,342,0,0,0,0,2,1,0,0,0,1,0,0,1
uuid_00669,0,52,0,636,0,0,1,6,0,0,0,1,2,0,0
uuid_00670,0,4,5,0,1,0,663,6,1,0,0,0,0,0,5
uuid_00671,0,0,5830,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00672,0,0,17,0,0,0,0,0,0,0,0,156,0,0,2
uuid_00673,0,1247,0,0,0,0,116,0,0,0,1,0,30,0,1
uuid_00674,0,41,1,8,0,6,3,47,12,1,0,56,0,1,3
uuid_00675,6,11,926,0,0,1,6630,19,0,2,0,5,466,10,5
uuid_00676,2,26,0,0,1,5,15,5,0,0,0,2,2,0,3
uuid_00677,11,185,34,0,0,1,1,28,4,2,0,631,0,6,2
uuid_00678,2,0,12,202,0,0,231,3,1,68,0,0,0,0,3
uuid_00679,0,3498,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00680,0,7,0,0,0,256,0,0,0,0,1,23,0,0,7
uuid_00681,0,501,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00682,0,13,2,343,0,0,21,2,6,0,367,30,0,3,6
uuid_00683,0,74,0,316,0,0,0,3,0,0,0,0,2,0,0
uuid_00684,0,1,614,0,0,0,0,0,0,0,0,676,0,0,2
uuid_00685,1,1,0,0,0,0,0,0,0,0,0,430,0,0,2
uuid_00686,0,8,0,0,1,65,3,1,0,0,0,0,0,0,7
uuid_00687,0,8,0,31,0,1,0,0,0,0,4,2276,0,0,2
uuid_00688,2,80,3,0,0,0,430,14,0,2,2,33,0,0,5
uuid_00689,0,13,1158,0,0,0,17,0,0,2,0,2,0,0,4
uuid_00690,2,4,1,0,0,0,5,4,0,1,116,0,3,5,6
uuid_00691,0,492,0,2,0,22,1,1,0,0,0,0,0,1,1
uuid_00692,0,3,1,1,0,1,0,2,0,0,0,95,3,0,2
uuid_00693,0,25,0,36,0,60,0,4,1,0,0,0,12,0,7
uuid_00694,52,40,808,0,0,9,39,103,2,69,81,8,2,10,4
uuid_00695,44,0,614,0,0,0,0,1,0,0,0,1,0,0,4
uuid_00696,1,33,4,0,0,0,1,4,6,38,3,485,0,3,2
uuid_00697,98,0,0,0,0,0,0,3,0,0,0,427,0,0,2
uuid_00698,2,3,1,0,0,0,552,1,0,0,0,0,6,0,5
uuid_00699,0,56,0,0,0,0,0,222,0,0,0,0,0,0,9
uuid_00700,21,236,0,49,0,0,11,1,0,0,80,0,118,14,3
uuid_00701,0,0,0,0,0,0,0,2,0,0,2859,0,0,0,6
uuid_00702,0,24,0,0,0,1,7,0,788,0,0,2,0,0,8
uuid_00703,0,6,0,0,0,4,1,3,0,0,111,832,0,0,2
uuid_00704,0,0,61,0,194,0,1,0,262,0,0,0,82,2,3
uuid_00705,0,1,188,0,0,0,0,0,0,0,0,0,0,0,4
uuid_00706,0,161,0,21,0,0,3,1,0,0,200,2,20,21,6
uuid_00707,0,0,0,0,0,0,0,2,0,0,0,2,0,0,9
uuid_00708,0,0,115,0,13,0,0,23,11,254,0,0,10,10,3
uuid_00709,0,1,0,0,0,0,0,0,0,0,0,634,0,0,2
uuid_00710,1,0,1148,16,0,0,4,7,0,0,537,0,0,0,4
uuid_00711,192,176,25,14,139,174,14,161,0,8,3,0,0,16,3
uuid_00712,0,7,0,0,0,0,0,112,0,0,0,0,0,0,9
uuid_00713,0,6,6,0,1,2,12,220,4,88,108,0,0,10,9
uuid_00714,0,457,0,0,0,0,0,0,0,0,0,111,0,0,1
uuid_00715,1,1,0,3,0,0,2,8,0,1,128,2,0,0,6
uuid_00716,0,840,465,0,1,0,86,95,2,0,0,0,0,1,1
uuid_00717,0,1,0,0,0,1,26,1,0,0,0,1655,0,0,2
uuid_00718,3,8,6,6,0,8,38,7,0,7,154,2,48,2,6
uuid_00719,0,0,441,0,0,0,0,400,0,0,0,0,0,0,9
uuid_00720,0,0,0,0,0,0,241,0,0,0,0,0,0,0,5
uuid_00721,0,8,154,0,6,1,263,28,0,0,0,15,0,1,5
uuid_00722,0,0,0,0,0,0,13,22,0,0,0,0,0,0,9
uuid_00723,1,24,0,0,0,0,0,33,0,0,0,84,1,0,2
uuid_00724,0,0,0,0,224,0,0,0,274,0,0,0,67,0,8
uuid_00725,12,30,5,0,0,0,179,16,0,173,3,17,0,0,3
uuid_00726,8,82,1,0,0,0,70,4,1,1,1,95,0,2,3
uuid_00727,0,0,0,0,0,0,0,0,0,0,0,1662,0,0,2
uuid_00728,0,4,0,0,0,0,0,0,0,0,24,1496,0,0,2
uuid_00729,0,45,0,0,0,3,2,1,2,0,2,3591,25,7,2
uuid_00730,0,133,2,27,1,0,1,16,0,0,18,0,0,22,1
uuid_00731,0,263,1,1,0,0,0,0,0,0,13,0,0,3,1
uuid_00732,0,0,1,0,0,0,1407,14,0,0,0,0,0,0,5
uuid_00733,11,0,62,0,29,0,0,60,24,0,0,216,17,19,2
uuid_00734,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_00735,40,5,1,0,0,23,0,34,0,1,53,1,0,3,3
uuid_00736,0,16,5363,0,0,0,6,0,0,0,0,0,0,0,4
uuid_00737,0,0,3,0,0,0,0,972,0,0,0,0,0,0,9
uuid_00738,0,13,0,0,0,263,30,37,0,0,48,171,1,0,7
uuid_00739,0,56,0,847,1,0,0,0,0,0,0,1,0,0,0
uuid_00740,0,521,0,0,0,9,66,0,0,0,0,1,2,0,1
